tweet_id,user_id,tweet_text,timestamp,timestamp,likes,retweets,replies,impressions,engagement
T28184,9874,Spark > Hadoop ???,web,16-01-2025 06:30,17979,14,,397,1792
T29370,7177,Good & Bad mixed!!!,ios,04-01-2025 04:39,462,673,794,1439,1008
T23538,9780,Good & Bad mixed!!!,,02-01-2025 07:12,6710,4501,14,331,555
T8039,,Null?? value??,api,21-01-2025 12:05,18931,1573,644,2294,676
T9893,2284,Great product!!! #AI,,02-01-2025 13:08,6657,2318,676,1374,1349
T16448,6777,Worst service ever :(,ios,13-01-2025 01:29,6489,2878,798,2869,1981
T14927,8205,Testing!!!@@@###,api,16-01-2025 12:17,2174,4835,358,2210,1555
T3105,,Worst service ever :(,web,,14040,2971,262,2344,446
T5268,1309,Good & Bad mixed!!!,ios,22-01-2025 17:59,14975,,881,,1738
T3077,4019,Great product!!! #AI,ios,22-01-2025 15:31,16671,4315,593,1674,52
T8732,5035,Error###Detected,api,03-01-2025 02:54,6210,384,5,1456,1007
T19031,1482,Streaming $$$ working,android,10-01-2025 20:53,8410,2860,469,598,
T37319,4514,Data pipeline broke @ midnight!!!,android,14-01-2025 13:32,1972,2754,509,540,90
T27101,4671,,ios,07-01-2025 04:43,2036,1078,499,2359,1109
T2518,7911,Testing!!!@@@###,ios,23-01-2025 02:11,1355,386,432,517,1191
T22300,7534,,ios,19-01-2025 22:06,1759,4920,,1007,340
T8245,,Spark > Hadoop ???,ios,01-01-2025 04:52,11915,2830,699,2244,67
T15047,3257,Null?? value??,android,04-01-2025 22:02,,3504,911,2622,265
T650,5580,Streaming $$$ working,android,,19867,4318,25,1032,1867
T30504,7354,Data pipeline broke @ midnight!!!,android,16-01-2025 18:58,11572,712,271,2309,108
T18519,7156,Streaming $$$ working,android,06-01-2025 04:49,11318,3850,160,809,1202
T29948,8002,Great product!!! #AI,ios,10-01-2025 11:25,19501,418,460,1666,412
,5855,Testing!!!@@@###,api,22-01-2025 08:16,2887,2534,348,1271,1076
T17507,2935,Worst service ever :(,ios,01-01-2025 19:17,12270,3624,81,1757,511
T3316,7261,Worst service ever :(,api,13-01-2025 13:43,13373,223,312,1688,1989
T30551,1179,Spark > Hadoop ???,,10-01-2025 05:22,15824,2620,931,2486,1567
,9992,Love this!!! 😊,api,15-01-2025 03:59,6842,437,697,2565,1255
T37506,1159,Worst service ever :(,android,16-01-2025 08:26,2205,506,348,944,1346
T18912,5111,Streaming $$$ working,web,18-01-2025 11:46,13391,2708,353,994,773
T39663,2060,Love this!!! 😊,ios,04-01-2025 09:47,13278,1382,446,,701
T38619,4467,Data pipeline broke @ midnight!!!,android,09-01-2025 16:16,15731,3346,577,1565,646
T16485,9457,Spark > Hadoop ???,api,14-01-2025 14:06,2035,4350,832,,597
T14900,4814,Error###Detected,ios,20-01-2025 01:38,9436,,118,2346,1438
T1570,4877,Spark > Hadoop ???,android,07-01-2025 03:36,6489,2445,259,990,1128
,2338,Error###Detected,web,,,3072,891,396,1885
T28380,4463,Data pipeline broke @ midnight!!!,android,19-01-2025 01:12,10398,467,496,1979,1367
T29990,7439,Testing!!!@@@###,web,02-01-2025 09:07,10479,1955,675,1277,603
T36021,6447,Testing!!!@@@###,web,01-01-2025 15:38,13287,,618,2510,1405
T2257,2694,Spark > Hadoop ???,web,03-01-2025 14:41,11481,3717,183,942,967
T39705,4271,Data pipeline broke @ midnight!!!,api,09-01-2025 01:04,12974,1888,268,825,692
T30723,9778,Worst service ever :(,web,20-01-2025 08:46,15767,1077,775,,354
T13179,3234,Testing!!!@@@###,,04-01-2025 00:44,,195,928,2715,183
T33281,2184,Love this!!! 😊,android,11-01-2025 02:55,16171,2595,55,2824,1636
T35809,1678,Error###Detected,,20-01-2025 04:24,12845,3,412,1887,1808
T24389,6557,Error###Detected,ios,13-01-2025 09:46,17443,4391,894,346,1670
T24936,4363,Spark > Hadoop ???,web,11-01-2025 00:30,1809,1144,80,242,1080
T8709,3521,Great product!!! #AI,web,,13941,1303,828,1059,524
T28311,9930,Error###Detected,web,16-01-2025 23:51,8330,454,779,910,1778
T39272,3665,Worst service ever :(,android,17-01-2025 07:30,13696,247,935,1082,411
T33830,2168,Streaming $$$ working,web,17-01-2025 15:38,3192,1386,870,1915,1219
T2325,2655,Great product!!! #AI,android,11-01-2025 09:24,959,3152,437,998,1766
,6065,Error###Detected,,10-01-2025 01:50,6472,3528,478,2622,1511
T3231,7031,Great product!!! #AI,android,05-01-2025 02:40,4296,788,136,1857,528
T6621,2783,Testing!!!@@@###,android,19-01-2025 07:32,243,4795,62,2686,
T32986,2668,Streaming $$$ working,,10-01-2025 00:10,13854,1066,362,1185,606
T33015,1526,Data pipeline broke @ midnight!!!,android,16-01-2025 14:12,,3465,464,1027,130
T6636,6111,Data pipeline broke @ midnight!!!,ios,18-01-2025 10:29,15374,4553,852,392,1043
T35321,3828,Worst service ever :(,android,15-01-2025 09:24,7032,3352,745,905,
T5435,2477,Null?? value??,api,02-01-2025 00:41,,2205,528,2085,1255
T36180,,Data pipeline broke @ midnight!!!,android,05-01-2025 08:31,5754,865,500,666,272
T28036,7047,Spark > Hadoop ???,,04-01-2025 16:51,4150,4320,957,606,63
T7545,4849,Null?? value??,api,20-01-2025 11:22,12608,798,364,2303,31
T29688,6221,Great product!!! #AI,android,17-01-2025 11:32,3410,4773,60,2537,1974
T10621,6007,Error###Detected,web,11-01-2025 15:03,12568,4633,895,1176,528
T8130,5329,Error###Detected,android,01-01-2025 06:11,9756,3157,662,1416,
T20500,2042,Spark > Hadoop ???,ios,04-01-2025 17:04,5701,2661,622,740,
T30895,5143,Good & Bad mixed!!!,api,12-01-2025 09:39,16218,754,911,273,836
T13367,5401,Love this!!! 😊,android,02-01-2025 02:41,12547,2109,583,,864
T8252,5862,Streaming $$$ working,android,10-01-2025 00:26,2335,4426,374,2348,869
T1234,3450,Love this!!! 😊,ios,06-01-2025 02:13,4140,3105,476,836,843
T24943,7134,Null?? value??,ios,07-01-2025 02:42,17591,1246,814,2293,
T21923,9764,Good & Bad mixed!!!,web,04-01-2025 08:50,2368,3580,196,1204,695
T8445,8601,Error###Detected,,10-01-2025 16:14,3174,3469,740,2478,174
T7001,5156,Good & Bad mixed!!!,android,03-01-2025 22:46,3234,433,245,1242,47
,1426,Great product!!! #AI,api,16-01-2025 23:10,228,3347,668,1837,1829
T25753,8642,Null?? value??,ios,03-01-2025 04:23,10202,4644,237,1904,1961
T29161,2367,,android,10-01-2025 18:19,2362,4428,111,1001,167
T6972,6259,Spark > Hadoop ???,android,18-01-2025 05:19,9916,4174,894,1429,65
T12575,8250,Great product!!! #AI,android,04-01-2025 06:58,1527,2980,,260,1446
,6142,Spark > Hadoop ???,api,09-01-2025 03:06,10433,4358,264,2468,1129
T17819,2412,Null?? value??,ios,06-01-2025 08:39,16141,622,499,1402,1702
T26928,,Good & Bad mixed!!!,web,08-01-2025 19:28,15414,2194,482,1629,1259
T160,7812,Great product!!! #AI,android,10-01-2025 04:35,,4198,502,2732,995
T28478,5042,Testing!!!@@@###,api,02-01-2025 01:33,9141,795,398,2948,681
T34701,8172,Error###Detected,ios,12-01-2025 20:38,7877,496,727,,766
T38459,7267,Great product!!! #AI,ios,24-01-2025 00:41,3935,3552,41,553,1357
T22177,5966,Good & Bad mixed!!!,api,15-01-2025 06:21,7851,967,379,2971,753
T25391,1705,Testing!!!@@@###,android,15-01-2025 17:31,18012,3255,918,2583,1407
T11922,5859,Data pipeline broke @ midnight!!!,ios,22-01-2025 13:28,11023,,909,1792,1113
T18711,6738,Error###Detected,ios,19-01-2025 10:33,16640,1144,59,1483,1844
T1611,7992,Error###Detected,ios,21-01-2025 23:50,14411,2828,,,796
T108,8444,Love this!!! 😊,ios,08-01-2025 05:39,12696,2009,187,1934,1334
T10990,1521,Great product!!! #AI,web,01-01-2025 04:34,6744,4798,655,2227,1306
T2398,3733,Error###Detected,,20-01-2025 18:52,6272,2986,337,2501,999
T25850,5042,Good & Bad mixed!!!,web,16-01-2025 06:07,17249,1036,194,2971,1208
T1809,8574,Error###Detected,android,06-01-2025 15:31,11638,190,462,992,1939
T33541,6593,Streaming $$$ working,ios,08-01-2025 01:16,882,4853,750,2401,808
T31244,7200,Streaming $$$ working,ios,09-01-2025 14:29,9161,1218,302,1137,1662
T34347,3503,Error###Detected,ios,07-01-2025 17:31,11514,2932,642,399,414
T16763,5318,Worst service ever :(,ios,18-01-2025 00:40,7988,2113,91,2073,1773
T6727,1397,Good & Bad mixed!!!,web,05-01-2025 02:03,17959,4400,726,1750,952
T7874,7348,Spark > Hadoop ???,api,19-01-2025 14:41,14187,4497,396,468,130
T38089,9139,Streaming $$$ working,web,02-01-2025 01:24,14023,3157,393,2151,47
T27102,,Data pipeline broke @ midnight!!!,api,06-01-2025 06:05,9303,3594,,2938,1885
T38896,6257,Testing!!!@@@###,web,11-01-2025 22:13,1064,2259,63,2731,1933
T5279,9293,Data pipeline broke @ midnight!!!,web,22-01-2025 21:03,12944,2465,802,1485,1969
T36753,8955,Streaming $$$ working,android,22-01-2025 15:26,14491,3570,353,1587,780
T198,8881,Spark > Hadoop ???,api,04-01-2025 02:11,14546,3272,669,2325,1360
T1133,4869,Streaming $$$ working,api,09-01-2025 08:05,636,1825,524,2627,1714
T28511,2848,Great product!!! #AI,web,21-01-2025 13:30,9133,1064,477,2485,1229
T27034,6148,Spark > Hadoop ???,api,,1786,2862,382,127,1981
T39906,6902,Null?? value??,android,01-01-2025 15:35,1278,4275,810,2670,1397
T767,9040,Null?? value??,web,12-01-2025 13:05,8861,489,346,2741,705
T10811,8035,Spark > Hadoop ???,api,01-01-2025 02:29,2415,955,414,2912,1215
T15862,7313,Love this!!! 😊,android,06-01-2025 07:21,16895,4221,68,216,876
T21082,7234,Testing!!!@@@###,api,15-01-2025 01:34,14067,4929,433,707,1737
T5080,3738,Testing!!!@@@###,android,08-01-2025 20:10,14412,1669,363,199,542
T33243,6781,Testing!!!@@@###,android,22-01-2025 11:02,16283,1932,816,595,276
T11359,8780,Good & Bad mixed!!!,api,12-01-2025 16:17,7502,,576,1614,1641
T16434,1753,Streaming $$$ working,api,23-01-2025 08:32,10894,991,286,2004,1258
T32588,8488,Spark > Hadoop ???,ios,21-01-2025 02:13,,4948,302,1796,1438
T5970,2031,Spark > Hadoop ???,ios,20-01-2025 10:02,19388,759,367,2740,1764
T29077,3830,Null?? value??,ios,02-01-2025 17:22,4010,,941,2422,253
T12036,3114,Streaming $$$ working,android,16-01-2025 04:34,18212,,745,1254,1690
T36335,1345,Streaming $$$ working,ios,05-01-2025 21:25,16786,4037,752,4,1126
T13822,5292,Spark > Hadoop ???,ios,18-01-2025 13:37,8400,2386,307,1114,625
T36620,7068,Testing!!!@@@###,android,,4605,2996,385,2406,1957
T18227,4270,Data pipeline broke @ midnight!!!,api,11-01-2025 04:32,16967,2058,996,90,632
T23512,7791,Great product!!! #AI,ios,19-01-2025 00:28,10295,554,326,2078,1928
T2759,9271,Testing!!!@@@###,ios,01-01-2025 12:45,10060,4219,348,1948,726
T35872,4550,Spark > Hadoop ???,android,01-01-2025 19:46,,3100,489,2308,1219
T243,8897,Great product!!! #AI,ios,23-01-2025 20:31,18055,4846,,1240,285
T5068,6503,Null?? value??,ios,10-01-2025 11:34,1346,4636,486,,1082
T16130,4722,Love this!!! 😊,,13-01-2025 16:44,1297,3270,710,977,159
T3341,1652,Null?? value??,android,15-01-2025 16:30,,1285,546,1436,988
T6438,4466,Data pipeline broke @ midnight!!!,api,20-01-2025 05:04,13058,135,926,747,1692
T14368,6007,Testing!!!@@@###,android,03-01-2025 13:47,17942,3467,290,2519,536
T36315,2653,Testing!!!@@@###,ios,11-01-2025 14:36,579,2003,693,1675,34
T34821,2296,Love this!!! 😊,ios,04-01-2025 16:11,2626,1895,363,2074,1706
T39136,2110,Good & Bad mixed!!!,api,22-01-2025 15:46,18287,2514,509,1321,1520
T30455,5876,Worst service ever :(,web,13-01-2025 23:42,8240,900,424,1834,949
T24475,3395,Data pipeline broke @ midnight!!!,android,17-01-2025 16:11,7801,,727,248,1410
,2442,Streaming $$$ working,android,02-01-2025 14:19,13304,2316,440,300,1718
T14330,7067,Great product!!! #AI,ios,13-01-2025 17:25,18276,55,858,2836,874
T25429,3977,Good & Bad mixed!!!,ios,02-01-2025 05:51,12816,4630,485,44,1170
T46,7361,Null?? value??,,04-01-2025 21:20,373,2097,877,2589,1260
T21989,6879,Worst service ever :(,api,10-01-2025 00:51,778,0,432,1627,1261
T27136,4382,Spark > Hadoop ???,android,22-01-2025 22:09,19804,1754,771,2511,1808
T1935,,Worst service ever :(,ios,17-01-2025 10:29,5771,3947,936,2383,1433
T26795,7718,,ios,11-01-2025 06:47,10489,4529,134,835,443
T7399,7485,Error###Detected,android,23-01-2025 20:00,19507,3177,781,693,1176
T37801,3136,Spark > Hadoop ???,web,21-01-2025 09:06,16337,2439,390,,
,2027,Love this!!! 😊,web,22-01-2025 14:20,45,1947,204,2369,1366
T17019,8849,,ios,04-01-2025 02:34,16752,325,957,1223,922
T12000,7891,Worst service ever :(,web,07-01-2025 18:46,15759,350,323,2317,1111
T423,6459,Great product!!! #AI,web,13-01-2025 20:43,16394,204,958,,248
T14595,4961,Worst service ever :(,api,01-01-2025 12:46,,2631,33,1052,545
T17225,8901,Spark > Hadoop ???,web,01-01-2025 22:07,18153,2652,153,1645,1477
T19333,5998,Null?? value??,api,22-01-2025 04:02,1179,4463,270,870,985
T13566,2131,Spark > Hadoop ???,ios,,3809,3920,504,1583,1335
T22103,2178,Streaming $$$ working,ios,15-01-2025 02:35,3679,1192,64,,1285
T9908,2956,Great product!!! #AI,android,13-01-2025 19:48,16181,2061,418,1956,884
,7688,Null?? value??,android,11-01-2025 17:16,15091,643,640,588,785
T2744,4880,,api,21-01-2025 10:06,11483,2313,474,118,1058
T5383,1904,Good & Bad mixed!!!,ios,07-01-2025 01:41,5512,4792,287,1478,
T37749,4207,Error###Detected,api,05-01-2025 11:23,713,2043,545,2133,738
T34040,3728,Streaming $$$ working,api,09-01-2025 07:50,11837,777,797,2704,1551
T32845,5658,Testing!!!@@@###,api,03-01-2025 03:09,18161,1770,671,1212,398
T36509,4202,Great product!!! #AI,android,18-01-2025 17:35,5853,593,595,1092,1107
T3713,3668,Love this!!! 😊,api,,9272,4355,396,330,1217
T21578,3531,Testing!!!@@@###,api,01-01-2025 09:15,16135,1920,414,1570,352
T9431,1589,Spark > Hadoop ???,web,18-01-2025 22:36,12217,2351,908,2435,759
T36560,5997,Streaming $$$ working,web,07-01-2025 14:41,7092,4555,521,646,858
T3479,,Love this!!! 😊,,08-01-2025 05:29,8335,1154,656,1221,718
T18000,4219,Streaming $$$ working,ios,18-01-2025 05:01,6258,4519,822,1128,1729
T19766,8998,Streaming $$$ working,web,18-01-2025 20:09,14956,168,152,1182,1070
T21255,3565,Spark > Hadoop ???,android,16-01-2025 07:22,19842,329,823,748,1510
T31501,5190,Streaming $$$ working,android,12-01-2025 17:02,16879,1172,806,993,157
T2954,8771,,ios,,17301,4410,366,1966,663
T22220,6267,Spark > Hadoop ???,android,04-01-2025 22:35,,4196,620,2298,650
T26169,4319,Spark > Hadoop ???,api,01-01-2025 02:04,19588,1877,377,389,7
T30686,3508,Love this!!! 😊,api,08-01-2025 19:44,10804,1832,788,2366,587
T14875,4055,Love this!!! 😊,web,,8002,3540,673,1768,1690
T9875,,Data pipeline broke @ midnight!!!,api,19-01-2025 23:34,15296,1393,334,2054,419
T20941,7803,Null?? value??,api,24-01-2025 02:56,,3125,735,1055,1921
T25702,1926,Data pipeline broke @ midnight!!!,api,21-01-2025 06:53,18809,2527,369,2337,1882
T29699,6173,Worst service ever :(,android,12-01-2025 10:36,1309,1945,507,2805,421
T507,9990,Data pipeline broke @ midnight!!!,ios,14-01-2025 14:47,7521,4271,367,1015,1121
T27441,4129,Worst service ever :(,ios,21-01-2025 01:06,11852,3970,262,823,
T17386,7634,Null?? value??,web,03-01-2025 04:34,2247,1851,118,1444,1119
T30253,8525,Streaming $$$ working,ios,07-01-2025 12:12,10358,,66,,669
T36934,8191,Worst service ever :(,api,05-01-2025 03:02,15000,243,131,2023,1006
T19542,2133,Worst service ever :(,api,22-01-2025 17:01,18019,3312,212,330,367
T20341,1990,Null?? value??,ios,13-01-2025 01:32,7320,1866,121,296,1288
T21255,5891,Streaming $$$ working,web,03-01-2025 09:31,15963,3450,622,68,1013
T24269,5079,Testing!!!@@@###,web,14-01-2025 10:11,13176,4151,58,524,119
T3573,2321,Spark > Hadoop ???,ios,21-01-2025 20:36,14102,,683,126,
T25554,2615,Spark > Hadoop ???,android,19-01-2025 18:56,16097,4904,971,1722,910
T31393,7163,Error###Detected,ios,,5460,2521,450,2785,710
T33097,1665,Streaming $$$ working,android,24-01-2025 02:04,11777,1133,477,2219,1125
T32492,5136,Null?? value??,web,24-01-2025 00:07,19112,1666,291,79,1055
T13168,3018,Love this!!! 😊,api,22-01-2025 15:25,12122,2602,798,1152,178
T5826,6524,Good & Bad mixed!!!,api,17-01-2025 17:13,11417,249,9,1808,1485
T356,7972,Error###Detected,android,18-01-2025 14:58,8821,1266,221,123,730
T4022,8736,Good & Bad mixed!!!,ios,15-01-2025 09:07,18896,1478,663,2721,1497
T24703,2125,Good & Bad mixed!!!,api,01-01-2025 16:43,10061,3326,971,2030,960
T33392,1233,Great product!!! #AI,ios,13-01-2025 10:26,12739,3799,80,1186,1113
T30918,1966,Testing!!!@@@###,web,11-01-2025 02:44,13773,4482,406,2360,508
T18088,7727,Testing!!!@@@###,web,01-01-2025 12:46,19748,2588,613,2498,1895
T10677,,Testing!!!@@@###,ios,16-01-2025 06:34,12793,4574,675,201,429
T14153,3273,Good & Bad mixed!!!,web,16-01-2025 01:14,9556,1968,409,1563,
T9526,5547,Great product!!! #AI,ios,06-01-2025 17:07,,,591,476,431
T18889,5096,Worst service ever :(,web,04-01-2025 12:12,2497,181,679,1935,418
T34426,7648,Testing!!!@@@###,android,21-01-2025 05:29,11609,924,590,2308,52
T10013,2240,Streaming $$$ working,ios,10-01-2025 18:48,4220,1168,8,292,1552
T9785,,,api,,116,4257,91,1194,534
,5872,Great product!!! #AI,web,17-01-2025 14:12,13099,2343,430,1626,1951
T13601,6356,Great product!!! #AI,api,23-01-2025 21:02,6220,1412,23,1628,613
T20386,6197,Streaming $$$ working,web,23-01-2025 03:13,3170,180,103,,1582
T10402,2708,Testing!!!@@@###,api,06-01-2025 00:48,12852,4609,124,1079,1949
T38620,6220,Streaming $$$ working,ios,17-01-2025 00:06,3441,1932,537,1851,1189
T2325,6892,,api,17-01-2025 02:56,18110,779,936,2499,1358
,4446,Testing!!!@@@###,web,10-01-2025 09:01,2847,3019,21,2765,1859
T1225,1106,Null?? value??,android,11-01-2025 08:16,8945,2732,911,2671,1095
T21738,8747,Good & Bad mixed!!!,ios,14-01-2025 16:56,3442,4468,202,215,682
T17049,2116,Good & Bad mixed!!!,ios,01-01-2025 06:42,8765,1918,448,1772,1584
T23431,6773,Love this!!! 😊,android,15-01-2025 18:09,16095,2803,383,2162,1467
T20499,2487,Streaming $$$ working,web,05-01-2025 11:24,4562,2120,319,2711,228
T2566,2752,Great product!!! #AI,android,15-01-2025 00:04,4768,4514,831,1382,232
T25220,7048,Data pipeline broke @ midnight!!!,ios,15-01-2025 20:46,4284,46,691,2829,1437
T495,1975,,,23-01-2025 08:00,1624,2783,441,2767,147
T26441,4066,Worst service ever :(,android,19-01-2025 00:05,2076,3988,709,1030,501
T37737,9083,Spark > Hadoop ???,api,13-01-2025 09:03,2281,597,522,616,1058
T17873,,Love this!!! 😊,web,05-01-2025 04:01,,2220,161,293,786
T10549,6569,Spark > Hadoop ???,web,18-01-2025 15:21,3834,4479,928,903,924
T8335,6639,Worst service ever :(,android,12-01-2025 22:01,706,1130,363,1991,1337
T6407,9863,Love this!!! 😊,api,05-01-2025 07:59,1989,889,174,2977,
T11576,4473,Streaming $$$ working,android,22-01-2025 02:14,4937,4181,317,2037,1750
T20113,1971,Testing!!!@@@###,api,12-01-2025 04:31,15906,4589,912,1852,1134
T5229,,Spark > Hadoop ???,api,22-01-2025 10:07,14331,2588,376,892,590
T19664,3535,Good & Bad mixed!!!,ios,02-01-2025 18:41,1069,2657,274,2768,903
T18333,3265,Spark > Hadoop ???,web,01-01-2025 14:52,10142,2491,36,287,1235
T11751,7244,Null?? value??,web,16-01-2025 00:54,1688,4275,619,987,1700
T15848,1527,Worst service ever :(,api,05-01-2025 17:19,,3426,45,184,640
T30085,6840,Error###Detected,android,08-01-2025 00:46,3336,99,288,2695,395
,8841,Good & Bad mixed!!!,ios,05-01-2025 20:44,2416,3064,790,2005,1818
T24269,1299,Love this!!! 😊,api,06-01-2025 05:27,14735,1325,772,12,405
T1328,1031,Error###Detected,web,15-01-2025 08:12,14737,514,925,1075,1712
T6812,1142,Null?? value??,ios,14-01-2025 12:20,5821,4829,288,875,614
T4800,8556,Null?? value??,api,,1939,4198,175,881,1456
T15636,,Error###Detected,web,22-01-2025 09:11,13266,1105,835,1581,1699
T11986,7754,Streaming $$$ working,api,01-01-2025 11:37,5624,803,508,396,
,3932,Data pipeline broke @ midnight!!!,,16-01-2025 21:28,5006,4663,223,175,1386
T25875,6459,Streaming $$$ working,api,20-01-2025 20:25,19866,2789,285,1901,
T15738,7651,Data pipeline broke @ midnight!!!,ios,06-01-2025 00:13,5930,4802,443,1168,1009
T15088,9240,Spark > Hadoop ???,api,07-01-2025 21:31,6403,1359,92,2335,1691
T10941,3068,,android,03-01-2025 07:31,5493,4883,769,125,716
T20516,7798,Error###Detected,api,02-01-2025 06:32,7864,996,358,433,294
T17507,6555,Streaming $$$ working,ios,14-01-2025 13:41,16664,,843,1624,172
T917,9348,Streaming $$$ working,android,02-01-2025 13:09,8485,1520,179,796,706
T16645,9201,Data pipeline broke @ midnight!!!,web,02-01-2025 05:39,13319,1542,533,2017,1072
T4505,3021,Worst service ever :(,android,21-01-2025 00:04,13774,4825,270,575,991
T24140,,Love this!!! 😊,web,07-01-2025 12:08,12895,1943,384,94,541
T17695,3160,Good & Bad mixed!!!,web,19-01-2025 04:36,,163,164,146,1998
T10591,4357,Null?? value??,android,06-01-2025 12:42,1708,4593,255,853,885
T38341,9551,Worst service ever :(,ios,21-01-2025 17:44,17433,4035,209,2148,1444
T26752,2663,Great product!!! #AI,api,15-01-2025 19:41,19669,4926,197,2069,180
T20147,7072,Data pipeline broke @ midnight!!!,web,06-01-2025 22:00,1670,250,25,153,1312
